Movie,Top Genre,Top Percentage,All Genres
Avengers_ Endgame,Sci-Fi,7.359128130157185,"Sci-Fi: 7.36%, Adventure: 6.09%, Action: 6.09%, Thriller: 5.54%, War: 5.50%, Mystery: 5.17%, Drama: 5.16%, Fantasy: 5.16%, Comedy: 4.61%, Horror: 4.59%, Romance: 4.57%, Crime: 4.35%, Animation: 4.32%, Family: 4.21%, Biography: 3.66%, Film-Noir: 3.64%, History: 3.63%, Music: 3.09%, Western: 2.95%, Short: 2.83%, Sport: 2.72%, Musical: 2.64%, Documentary: 2.13%"
Avengers_ Infinity War,Sci-Fi,7.864286744042877,"Sci-Fi: 7.86%, War: 7.17%, Action: 6.36%, Adventure: 6.17%, Fantasy: 5.56%, Drama: 5.55%, Family: 5.36%, Thriller: 4.95%, Animation: 4.84%, History: 4.67%, Biography: 4.47%, Comedy: 4.43%, Mystery: 4.30%, Horror: 4.23%, Short: 4.15%, Romance: 4.06%, Crime: 3.98%, Western: 2.81%, Musical: 2.08%, Sport: 2.07%, Documentary: 1.73%, Music: 1.64%, Film-Noir: 1.54%"
Baahubali 2_ The Conclusion,,0.0,
Baahubali_ The Beginning,War,6.612849343266977,"War: 6.61%, Mystery: 5.86%, Musical: 5.86%, Animation: 5.62%, Family: 5.32%, Thriller: 5.22%, Adventure: 5.21%, Drama: 5.20%, Action: 5.04%, Fantasy: 4.83%, Comedy: 4.81%, Sci-Fi: 4.60%, Music: 4.49%, Crime: 4.43%, Horror: 4.41%, Romance: 4.28%, History: 3.83%, Western: 3.51%, Sport: 3.35%, Biography: 3.28%, Film-Noir: 1.86%, Short: 1.67%, Documentary: 0.70%"
Babel,Mystery,6.628905384962318,"Mystery: 6.63%, Crime: 6.30%, Thriller: 5.76%, Drama: 5.25%, War: 4.99%, Action: 4.73%, Romance: 4.70%, Biography: 4.68%, Film-Noir: 4.57%, Comedy: 4.56%, Music: 4.49%, Western: 4.39%, Sport: 4.26%, Sci-Fi: 4.25%, Adventure: 4.19%, Horror: 4.16%, Animation: 4.03%, Family: 3.65%, Fantasy: 3.58%, Short: 3.23%, Musical: 3.11%, History: 2.66%, Documentary: 1.84%"
Back to the Future Part II,Sci-Fi,6.715142202616511,"Sci-Fi: 6.72%, Thriller: 6.29%, Crime: 5.96%, Action: 5.76%, Comedy: 5.68%, Mystery: 5.63%, Drama: 5.60%, Sport: 5.43%, Romance: 5.25%, Adventure: 5.16%, Biography: 4.60%, Music: 4.48%, Animation: 4.38%, Family: 4.32%, Fantasy: 3.99%, Film-Noir: 3.90%, Horror: 3.73%, War: 3.71%, Musical: 2.78%, Western: 2.72%, Short: 1.71%, History: 1.44%, Documentary: 0.75%"
Back to the Future Part III,Action,6.07462417107138,"Action: 6.07%, Thriller: 5.66%, Comedy: 5.61%, Crime: 5.57%, Adventure: 5.46%, Drama: 5.33%, Sci-Fi: 5.08%, Romance: 5.04%, Mystery: 4.93%, Sport: 4.93%, War: 4.90%, Film-Noir: 4.74%, Biography: 4.68%, Western: 4.60%, Musical: 4.07%, Fantasy: 3.86%, Family: 3.73%, Animation: 3.64%, Music: 3.40%, Horror: 2.71%, Short: 2.70%, History: 2.46%, Documentary: 0.86%"
Back to the Future,Sport,9.917611037709896,"Sport: 9.92%, Thriller: 6.89%, Crime: 6.74%, Action: 6.32%, Comedy: 6.18%, Biography: 6.12%, Film-Noir: 5.58%, Sci-Fi: 5.41%, Drama: 5.24%, Mystery: 5.17%, Romance: 5.11%, Adventure: 4.77%, Horror: 3.77%, Fantasy: 3.76%, Music: 3.76%, Family: 3.14%, War: 2.77%, Musical: 2.70%, Animation: 2.59%, History: 1.35%, Western: 1.20%, Documentary: 0.98%, Short: 0.53%"
Bajrangi Bhaijaan,Romance,6.2681390970230675,"Romance: 6.27%, Mystery: 6.22%, Comedy: 5.48%, Thriller: 5.45%, Crime: 5.42%, Animation: 5.20%, Drama: 5.17%, Action: 4.94%, Family: 4.94%, War: 4.89%, Adventure: 4.82%, Horror: 4.53%, Fantasy: 4.36%, Music: 4.15%, Western: 4.12%, Sci-Fi: 4.05%, Musical: 3.88%, Film-Noir: 3.80%, Biography: 3.41%, Documentary: 2.84%, Sport: 2.41%, Short: 1.98%, History: 1.66%"
Barack and Michelle Obama Endorse Kamala Harris for President,,0.0,
